filename,filepath,extraction_method,extraction_error,title,artist,album,genre,voice,service,lang_code,text,created,copyright,comment,date,year,track,disc,composer,publisher,encoder,bitrate,duration,size,format_name,format_long_name,sample_rate,channels,codec
vocab-item-034.mp3,audio_files/es-CO/vocab-item-034.mp3,ffprobe,,vocab-item-034,Levante Framework - ElevenLabs,"vocab, Vocabulary",Speech Synthesis,Valeria - Energetic & Engaging,ElevenLabs,es-CO,la golosa,2025-09-03 08:58:36.081897,This file was created for the LEVANTE project and is released under a Creative Commons BY-NC-SA 4.0 license,Levante Project - ElevenLabs - Valeria - Energetic & Engaging - es-CO,2025,2025,,,,,Lavf60.16.100,45473,0.940500,5346,mp3,MP2/3 (MPEG audio layer 2/3),22050,1,mp3
vocab-item-035.mp3,audio_files/es-CO/vocab-item-035.mp3,ffprobe,,vocab-item-035,Levante Framework - ElevenLabs,"vocab, Vocabulary",Speech Synthesis,Valeria - Energetic & Engaging,ElevenLabs,es-CO,el kimono,2025-09-03 08:58:37.075903,This file was created for the LEVANTE project and is released under a Creative Commons BY-NC-SA 4.0 license,Levante Project - ElevenLabs - Valeria - Energetic & Engaging - es-CO,2025,2025,,,,,Lavf60.16.100,46266,0.888250,5137,mp3,MP2/3 (MPEG audio layer 2/3),22050,1,mp3
vocab-item-036.mp3,audio_files/es-CO/vocab-item-036.mp3,ffprobe,,vocab-item-036,Levante Framework - ElevenLabs,"vocab, Vocabulary",Speech Synthesis,Valeria - Energetic & Engaging,ElevenLabs,es-CO,el cerrojo,2025-09-03 08:58:38.210865,This file was created for the LEVANTE project and is released under a Creative Commons BY-NC-SA 4.0 license,Levante Project - ElevenLabs - Valeria - Energetic & Engaging - es-CO,2025,2025,,,,,Lavf60.16.100,45482,0.940500,5347,mp3,MP2/3 (MPEG audio layer 2/3),22050,1,mp3
vocab-item-037.mp3,audio_files/es-CO/vocab-item-037.mp3,ffprobe,,vocab-item-037,Levante Framework - ElevenLabs,"vocab, Vocabulary",Speech Synthesis,Valeria - Energetic & Engaging,ElevenLabs,es-CO,el casillero,2025-09-03 08:58:39.238597,This file was created for the LEVANTE project and is released under a Creative Commons BY-NC-SA 4.0 license,Levante Project - ElevenLabs - Valeria - Energetic & Engaging - es-CO,2025,2025,,,,,Lavf60.16.100,42807,1.175500,6290,mp3,MP2/3 (MPEG audio layer 2/3),22050,1,mp3
vocab-item-038.mp3,audio_files/es-CO/vocab-item-038.mp3,ffprobe,,vocab-item-038,Levante Framework - ElevenLabs,"vocab, Vocabulary",Speech Synthesis,Valeria - Energetic & Engaging,ElevenLabs,es-CO,la colombina,2025-09-03 08:58:40.280340,This file was created for the LEVANTE project and is released under a Creative Commons BY-NC-SA 4.0 license,Levante Project - ElevenLabs - Valeria - Energetic & Engaging - es-CO,2025,2025,,,,,Lavf60.16.100,43578,1.097250,5977,mp3,MP2/3 (MPEG audio layer 2/3),22050,1,mp3
vocab-item-039.mp3,audio_files/es-CO/vocab-item-039.mp3,ffprobe,,vocab-item-039,Levante Framework - ElevenLabs,"vocab, Vocabulary",Speech Synthesis,Valeria - Energetic & Engaging,ElevenLabs,es-CO,el mapa,2025-09-03 08:58:41.276411,This file was created for the LEVANTE project and is released under a Creative Commons BY-NC-SA 4.0 license,Levante Project - ElevenLabs - Valeria - Energetic & Engaging - es-CO,2025,2025,,,,,Lavf60.16.100,49934,0.705250,4402,mp3,MP2/3 (MPEG audio layer 2/3),22050,1,mp3
vocab-item-040.mp3,audio_files/es-CO/vocab-item-040.mp3,ffprobe,,vocab-item-040,Levante Framework - ElevenLabs,"vocab, Vocabulary",Speech Synthesis,Valeria - Energetic & Engaging,ElevenLabs,es-CO,el malvavisco,2025-09-03 08:58:42.408769,This file was created for the LEVANTE project and is released under a Creative Commons BY-NC-SA 4.0 license,Levante Project - ElevenLabs - Valeria - Energetic & Engaging - es-CO,2025,2025,,,,,Lavf60.16.100,43317,1.123250,6082,mp3,MP2/3 (MPEG audio layer 2/3),22050,1,mp3
vocab-item-041.mp3,audio_files/es-CO/vocab-item-041.mp3,ffprobe,,vocab-item-041,Levante Framework - ElevenLabs,"vocab, Vocabulary",Speech Synthesis,Valeria - Energetic & Engaging,ElevenLabs,es-CO,la malla,2025-09-03 08:58:43.466902,This file was created for the LEVANTE project and is released under a Creative Commons BY-NC-SA 4.0 license,Levante Project - ElevenLabs - Valeria - Energetic & Engaging - es-CO,2025,2025,,,,,Lavf60.16.100,45465,0.940500,5345,mp3,MP2/3 (MPEG audio layer 2/3),22050,1,mp3
vocab-item-042.mp3,audio_files/es-CO/vocab-item-042.mp3,ffprobe,,vocab-item-042,Levante Framework - ElevenLabs,"vocab, Vocabulary",Speech Synthesis,Valeria - Energetic & Engaging,ElevenLabs,es-CO,el aceite,2025-09-03 08:58:44.484987,This file was created for the LEVANTE project and is released under a Creative Commons BY-NC-SA 4.0 license,Levante Project - ElevenLabs - Valeria - Energetic & Engaging - es-CO,2025,2025,,,,,Lavf60.16.100,45473,0.940500,5346,mp3,MP2/3 (MPEG audio layer 2/3),22050,1,mp3
vocab-item-043.mp3,audio_files/es-CO/vocab-item-043.mp3,ffprobe,,vocab-item-043,Levante Framework - ElevenLabs,"vocab, Vocabulary",Speech Synthesis,Valeria - Energetic & Engaging,ElevenLabs,es-CO,la tortilla,2025-09-03 08:58:45.492632,This file was created for the LEVANTE project and is released under a Creative Commons BY-NC-SA 4.0 license,Levante Project - ElevenLabs - Valeria - Energetic & Engaging - es-CO,2025,2025,,,,,Lavf60.16.100,44149,1.045000,5767,mp3,MP2/3 (MPEG audio layer 2/3),22050,1,mp3
