service,name,id,language,language_code,gender,age,accent,voice_type,style,sample_url,description,category
ElevenLabs,Locky from Oz,f5ExdyekEpBOeyjYWqyZ,,,,,,,,https://storage.googleapis.com/eleven-public-prod/database/user/ErBTDE1c1TTeok0UYaQE0amRZ393/voices/f5ExdyekEpBOeyjYWqyZ/7d7fd891-2591-4da8-8b28-a1bb6ea64ddd.mp3,,shared
ElevenLabs,Lucas - Australian Male ,HhZz3hiP5lrqMIJOxTVX,,,,,,,,https://storage.googleapis.com/eleven-public-prod/database/user/solGO9rqHSa29LZl34frTRiMk3y2/voices/HhZz3hiP5lrqMIJOxTVX/2cdfaaea-cd84-4fd8-b61e-15234ef08b9f.mp3,,shared
ElevenLabs,Lupus V,HLs1MgFtQZWZFeVMRxoN,,,,,,,,https://storage.googleapis.com/eleven-public-prod/database/user/9Cs7LaKA0jRTjGK5eyluLjoYC3t2/voices/HLs1MgFtQZWZFeVMRxoN/S2MTUIjPLBR0T8Kx695Q.mp3,,shared
ElevenLabs,Marjorie ,tgmVNoCaK9bGj86aX4SM,,,female,young,american,conversational,,https://storage.googleapis.com/eleven-public-prod/Q9SVmYccBVhpieeetggIQR8IwlL2/voices/uOiHLkhQYAcyqq9dpsdg/57bbf469-950e-477c-be75-32f999f7f71d.mp3,,generated
ElevenLabs,Marty - Australian Conversationalist and Narrator,cFfI4lpGYOvHRUeMr44m,,,,,,,,https://storage.googleapis.com/eleven-public-prod/database/user/OICw1c8lImVHmLfIO72NHBZrqjE3/voices/cFfI4lpGYOvHRUeMr44m/ceb36773-76b1-4a45-b90a-1b9a22d55074.mp3,,shared
ElevenLabs,Mary,7bZhyIZ2kvtWyP0oF21m,,,,,,,,https://storage.googleapis.com/eleven-public-prod/database/user/BASIItcsOVWhpZ8zewBWAh53u1o1/voices/7bZhyIZ2kvtWyP0oF21m/ba358bbd-0f64-4b90-894c-ddd995622992.mp3,,shared
ElevenLabs,Master of None,3zAVc87GARsxcj72rLUF,,,,,,,,https://storage.googleapis.com/eleven-public-prod/database/user/z05A0fAR4YUdYwPROldgOQsz4WE2/voices/3zAVc87GARsxcj72rLUF/e32ed66d-a0cb-41c9-b0f2-0833f9cfd1de.mp3,,shared
ElevenLabs,Matilda,XrExE9yKIg1WjnnlVkGX,en,en,female,middle_aged,american,informative_educational,,https://storage.googleapis.com/eleven-public-prod/premade/voices/XrExE9yKIg1WjnnlVkGX/b930e18d-6b4d-466e-bab2-0ae97c6d8535.mp3,,premade
ElevenLabs,MaxiAraya,s4W8kh4jMEsHFHA7NqXQ,,,,,,,,https://storage.googleapis.com/eleven-public-prod/database/user/BI9h6tPRmrNX5rHpXkqNE1USrZ53/voices/s4W8kh4jMEsHFHA7NqXQ/e48ec66d-6a8f-40cd-a4ae-41f9780d9b8b.mp3,,shared
ElevenLabs,Mia Maier,0pfORUxWwjL6pUNjqKde,de,de,female,middle_aged,standard,narrative_story,,https://storage.googleapis.com/eleven-public-prod/database/user/Ldm1HwKPpINErmM1enJIIEmOSIp1/voices/0pfORUxWwjL6pUNjqKde/e1e0f028-00cb-4140-a0c5-461dcb62a85b.mp3,,professional
ElevenLabs,Mihai – Your Chill Narrator,Fz5f9ouyMrCdFUEJGpA1,,,,,,,,https://storage.googleapis.com/eleven-public-prod/database/user/7ljPFWMikqTkRPb9R26YFqLz1C42/voices/Fz5f9ouyMrCdFUEJGpA1/leF5rxpo1pgB6R1YAcZG.mp3,,shared
ElevenLabs,Mike,fpquElPvJ8guBumNVdcu,,,,,,,,https://storage.googleapis.com/eleven-public-prod/database/user/PzeChhPQHdOagRwgsnOWFEypVD42/voices/fpquElPvJ8guBumNVdcu/565e1438-15a9-4843-a24d-11782d5b19cb.mp3,,shared
ElevenLabs,Musab Balkanlıoğlu,F4VOsacY2oCikJqrUacn,,,,,,,,https://storage.googleapis.com/eleven-public-prod/database/user/7y5aQiPBHgWSy5cy2kCnJkNqt9r1/voices/F4VOsacY2oCikJqrUacn/D1ADs3ggyVkS3zQOxOAp.mp3,,shared
ElevenLabs,"Neel – Deep, Dramatic & Suspense Voice",U0iRLfcgFCmC8EFrLXl6,,,,,,,,https://storage.googleapis.com/eleven-public-prod/database/workspace/ed9b05e6324c457685490352e9a1ec90/voices/U0iRLfcgFCmC8EFrLXl6/3cvqFrxXK65GsUUvkI6B.mp3,,shared
ElevenLabs,Nia Davis- Black Female,CBHdTdZwkV4jYoCyMV1B,en,en,female,middle_aged,american,conversational,,https://storage.googleapis.com/eleven-public-prod/custom/voices/CBHdTdZwkV4jYoCyMV1B/neHLY0pNRfoODCrmqruz.mp3,,professional
ElevenLabs,Nikhil - Humanized Customer Care,gRSnExGLhx9yFuwwquIU,,,,,,,,https://storage.googleapis.com/eleven-public-prod/database/workspace/ed9b05e6324c457685490352e9a1ec90/voices/gRSnExGLhx9yFuwwquIU/bdCAkZ70QXTL5u9mVjOW.mp3,,shared
ElevenLabs,Nisse,StNeMCwU6GIfZWUPm26j,,,,,,,,https://storage.googleapis.com/eleven-public-prod/database/user/qhpBxItImQaigylkRUTbyOG4eGY2/voices/StNeMCwU6GIfZWUPm26j/3d1b34bd-ade7-4545-be6c-1a0b1d7df7b6.mp3,,shared
ElevenLabs,Noah,dEZNRLXP4HLJMUsOk05e,,,,,,,,https://storage.googleapis.com/eleven-public-prod/database/user/v1tpPtT8nYUkcde4c3so6ekU4sI3/voices/dEZNRLXP4HLJMUsOk05e/e235647c-fb1a-4ce5-acca-289ee80c97e5.mp3,,shared
ElevenLabs,Paavni – Conversational & Relatable Voice,OwIqdhRPD2fFMmedVUrS,,,,,,,,https://storage.googleapis.com/eleven-public-prod/database/workspace/ed9b05e6324c457685490352e9a1ec90/voices/OwIqdhRPD2fFMmedVUrS/9KUzgIMoRrf5aoYfqjdW.mp3,,shared
ElevenLabs,PastorRic,PnTU6nhvGLMS2NnGWPkh,,,,,,,,https://storage.googleapis.com/eleven-public-prod/database/user/VY1G6HVxxLTHwVB2N0PacsGS4yK2/voices/PnTU6nhvGLMS2NnGWPkh/536093d5-f0b3-448f-9626-b87ab98c79ac.mp3,,shared
ElevenLabs,Patty,Ilze0lNihfxGj7pq9g7s,,,,,,,,https://storage.googleapis.com/eleven-public-prod/database/user/9YAsNpEPFsbzKC45fpd897tQeOw1/voices/Ilze0lNihfxGj7pq9g7s/2cabbe8e-11a0-4e40-95ef-4cf55f11bb14.mp3,,shared
ElevenLabs,Peter - Radio Sports Commentary,bVM5MBBFUy5Uve0cooHn,,,,,,,,https://storage.googleapis.com/eleven-public-prod/database/user/ZAR80uBXSeM0TvxwEo0sPxpxqKM2/voices/bVM5MBBFUy5Uve0cooHn/VhTB6DA6Em5mjdKVbjlC.mp3,,shared
ElevenLabs,Peter Harwood,4dZr8J4CBeokyRkTRpoN,,,,,,,,https://storage.googleapis.com/eleven-public-prod/database/user/3FS91QLWCDQCF7gUavZBUCAD3fs1/voices/4dZr8J4CBeokyRkTRpoN/ZEx4eEua4I5Lfqrp7oYl.mp3,,shared
ElevenLabs,Phước – Calm & Trustworthy Vietnamese Narrator,7clfgAuss1M0JUYGlh1t,,,,,,,,https://storage.googleapis.com/eleven-public-prod/database/user/9hnX6ZqJbbRC9Is3XbIhiIJxNjD2/voices/7clfgAuss1M0JUYGlh1t/a7d33c3c-21c9-4e85-b2e1-f7b3ea5c5dd9.mp3,,shared
ElevenLabs,Pixy,Qw2z0ZamztLIeHDh2ZjX,,,female,young,american,conversational,,https://storage.googleapis.com/eleven-public-prod/TtQqY4JkDeXQQMYLsFbZZkOXYzt2/voices/Xf78viDRbju346BmYdkV/e02d5b94-621c-4317-9542-f5e3fbce2f7d.mp3,,generated
ElevenLabs,"Prahlad J Rajgor – Calm, Neutral & Friendly",1Kqsf9F7bFV0TYE3yFKd,,,,,,,,https://storage.googleapis.com/eleven-public-prod/database/user/4Hu5BHKyVLUcer5T2yqLUE4X92k1/voices/1Kqsf9F7bFV0TYE3yFKd/d85cc926-2abf-4c6f-8ae5-a03df4ef573e.mp3,,shared
ElevenLabs,ProVox,F2kYsMGahtg8auErVXgY,,,,,,,,https://storage.googleapis.com/eleven-public-prod/database/user/p1RXf5gigAh7WUOGUtta2JxaFTi2/voices/F2kYsMGahtg8auErVXgY/43fc2374-9ef3-4c9f-b6db-4a3ffa98ad42.mp3,,shared
ElevenLabs,Ranveer M – Professional & Confident Finance Support Agent,A7AUsa1uITCDpK29MG3m,,,,,,,,https://storage.googleapis.com/eleven-public-prod/database/workspace/ed9b05e6324c457685490352e9a1ec90/voices/A7AUsa1uITCDpK29MG3m/dfSEiUbpIWD8FUeAKeiF.mp3,,shared
ElevenLabs,Raqib - Easygoing & Conversational ,UZZqzIlYlY2k9e2jbpM0,,,,,,,,https://storage.googleapis.com/eleven-public-prod/database/workspace/ed9b05e6324c457685490352e9a1ec90/voices/UZZqzIlYlY2k9e2jbpM0/XEGcz1EwNtYJ6TgCkEQv.mp3,,shared
ElevenLabs,Renee ,n2336MLu43kfI1JpCl3s,,,,,,,,https://storage.googleapis.com/eleven-public-prod/database/user/Jf05waZPL4b1eq2o0h1G93SDuaH3/voices/n2336MLu43kfI1JpCl3s/29dc21b3-d9d1-4e63-978a-924b063628b2.mp3,,shared
ElevenLabs,Richard – Easygoing Voice for Customer Experience,tgfcQY9SGvn3GfmnNWIi,,,,,,,,https://storage.googleapis.com/eleven-public-prod/database/workspace/ed9b05e6324c457685490352e9a1ec90/voices/tgfcQY9SGvn3GfmnNWIi/l0SKln8qzxVBLwpRp1YR.mp3,,shared
ElevenLabs,Rick,hUcrqyP5BNIsY3bMyY9A,,,,,,,,https://storage.googleapis.com/eleven-public-prod/database/user/WSimmddepYXwIW5Jei9Ao2YmU8N2/voices/hUcrqyP5BNIsY3bMyY9A/d8ceeb28-5cd2-4d1c-a7c8-b6d228cc9728.mp3,,shared
ElevenLabs,River,SAz9YHcvj6GT2YYXdXww,en,en,neutral,middle_aged,american,conversational,,https://storage.googleapis.com/eleven-public-prod/premade/voices/SAz9YHcvj6GT2YYXdXww/e6c95f0b-2227-491a-b3d7-2249240decb7.mp3,,premade
ElevenLabs,Rose V.,6Y4y9dfrfoNvfQDJJOcl,,,,,,,,https://storage.googleapis.com/eleven-public-prod/database/user/6m0EqweYsGZyWrpqxlHc2pryLGb2/voices/6Y4y9dfrfoNvfQDJJOcl/e740c651-a9fd-4d5e-987d-85b7d4e28bbb.mp3,,shared
ElevenLabs,Roshni ,fq1SdXsX6OokE10pJ4Xw,,,,,,,,https://storage.googleapis.com/eleven-public-prod/database/user/ioLvO9LBX8cMaL2xOGzIETgbD3w1/voices/fq1SdXsX6OokE10pJ4Xw/sJWT0vXST5ESAjSXPIud.mp3,,shared
ElevenLabs,Rowan - Calm & Gritty,URYZzgSIBin0qFW8hI4x,,,,,,,,https://storage.googleapis.com/eleven-public-prod/database/user/GMRbgNLhdnObEioUyWpzUGwIaWi2/voices/URYZzgSIBin0qFW8hI4x/0afddf0b-b46e-4982-b1d7-0772a5578914.mp3,,shared
ElevenLabs,Russ – Deep Baritone Male Voice,HKFOb9iktHA85uKXydRT,,,,,,,,https://storage.googleapis.com/eleven-public-prod/database/user/kPLT9WK60zggh7tubSDycARNojQ2/voices/HKFOb9iktHA85uKXydRT/sMP9FU23y1OC3h6pv0NG.mp3,,shared
ElevenLabs,Salvador,egQgipO1HHxedaRzEYJy,,,,,,,,https://storage.googleapis.com/eleven-public-prod/database/user/Rww9vKXxAkOoffoBVwIQb7XOpPI2/voices/egQgipO1HHxedaRzEYJy/y9TXH2TO92ntOR73qsMs.mp3,,shared
ElevenLabs,Sandhya - Neutral Indian Accent,wGnf3uthTBwNQDmywjXE,,,,,,,,https://storage.googleapis.com/eleven-public-prod/database/user/m9vaZdrxC5ettH7XFvjZfpe4Cjt1/voices/wGnf3uthTBwNQDmywjXE/3953a73d-de13-43e8-8b8d-e3cb336a43d8.mp3,,shared
ElevenLabs,Sarah,EXAVITQu4vr4xnSDxMaL,en,en,female,young,american,entertainment_tv,,https://storage.googleapis.com/eleven-public-prod/premade/voices/EXAVITQu4vr4xnSDxMaL/01a3e33c-6e99-4ee7-8543-ff2216a32186.mp3,,premade
ElevenLabs,Serban Popescu,8nBBDfYxYXmDNaqTCxPH,,,,,,,,https://storage.googleapis.com/eleven-public-prod/database/user/nzv6QegAXCVwuS5mwHKKZJ5UY222/voices/8nBBDfYxYXmDNaqTCxPH/zbQ6FRtttuemlxCj28dk.mp3,,shared
ElevenLabs,Sergio - Friendly Narrator ,Noo2D0uxFyzbTIA6RY8t,,,,,,,,https://storage.googleapis.com/eleven-public-prod/database/user/oEIqYkXcS5emUq5moeFu6bhnQqe2/voices/Noo2D0uxFyzbTIA6RY8t/ace13629-1543-46d2-aafa-22154cb2dc9e.mp3,,shared
ElevenLabs,Shubham - Relatable Hindi Voice,f1rGzbxQdf1oF10zIWM3,,,,,,,,https://storage.googleapis.com/eleven-public-prod/database/user/q5re04VDkmcEbmQsqlC9KyzAjAu1/voices/f1rGzbxQdf1oF10zIWM3/5938c05f-c2d1-4d34-a412-8fffe5e8a02b.mp3,,shared
ElevenLabs,Simone Raye Wells,n3YNbdtnICP5v1HmouPn,,,,,,,,https://storage.googleapis.com/eleven-public-prod/database/user/4gLGk2SMvteQ4y2sJeUGfOMBgpw1/voices/n3YNbdtnICP5v1HmouPn/ERP9Of3ZWJVQXzwskLj5.mp3,,shared
ElevenLabs,Southie - A typical Boston accent ,2vubyVoGjNJ5HPga4SkV,,,,,,,,https://storage.googleapis.com/eleven-public-prod/database/user/Z9IIaHrPcoMCQJxyH4DU0CCDiXh2/voices/2vubyVoGjNJ5HPga4SkV/Wy7oFXI6MpMNBX6vK3XD.mp3,,shared
ElevenLabs,Stuttering Chris,Qvd9mju8GJ7MsKzX6FFA,,,,,,,,https://storage.googleapis.com/eleven-public-prod/database/user/W7sJ2qojntcz2f53hdpbbYMyqFX2/voices/Qvd9mju8GJ7MsKzX6FFA/mbjCy0RNn1SYjfmVwQUA.mp3,,shared
ElevenLabs,Summer,dJRyk2nYsFiqMynYvwAU,,,female,young,american,conversational,,https://storage.googleapis.com/eleven-public-prod/BP3CGfVb2vO8XtLDkGO9L9GzNnp2/voices/qUGArifhGvMyGNqJD1aj/4dcc7e5c-5a73-4d3e-b57b-25ca2a31d0c7.mp3,,generated
ElevenLabs,Susi,v3V1d2rk6528UrLKRuy8,de,de,female,middle_aged,standard,conversational,,https://storage.googleapis.com/eleven-public-prod/1KI0h0RJuscE0Ta9tVvydENJ9JF3/voices/v3V1d2rk6528UrLKRuy8/8aab3a1d-2faf-4de4-b229-f3a2ebb21c43.mp3,,professional
ElevenLabs,Sven - Calm & Confident,6RGTFH9gWFfpMuhudHx1,,,,,,,,https://storage.googleapis.com/eleven-public-prod/database/user/SD30aST4YzgWcBka3IRlOIVpZsm1/voices/6RGTFH9gWFfpMuhudHx1/4c64a6c8-7844-4f6a-9cee-f77901f3787c.mp3,,shared
ElevenLabs,Tanja B.,cpy7GcpDa9iah3sbx3uA,de,de,female,middle_aged,standard,informative_educational,,https://storage.googleapis.com/eleven-public-prod/database/user/MzKSksiOZKSG4zyhc9IcgYBSd2x2/voices/cpy7GcpDa9iah3sbx3uA/XDfwxegeEL7vDUf6qL4O.mp3,,professional
ElevenLabs,Theo,CxErO97xpQgQXYmapDKX,,,,,,,,https://storage.googleapis.com/eleven-public-prod/database/user/zx7lNPjs48TB7t0ZAU6n6qeaNYy1/voices/CxErO97xpQgQXYmapDKX/Bbiz0wPheiDJ0CmN8nIv.mp3,,shared
ElevenLabs,Tiffany,0Ydje0Z6hKtuAXsZozrK,,,female,young,american,conversational,,https://storage.googleapis.com/eleven-public-prod/SBhE54x6obcrv6Zj1Hh649dv0F52/voices/r0aKiEJV8JgKS1f8Qrry/49bef8c6-dea4-47aa-8ed0-efdba6a44b9d.mp3,,generated
ElevenLabs,Tom Smit,4lUd3J8K9ufxisvqDzR0,,,,,,,,https://storage.googleapis.com/eleven-public-prod/database/user/Tjl1puBVPgRUQgnI6rUs5hok6x03/voices/4lUd3J8K9ufxisvqDzR0/bgAcNEECjVXsWCmlotdO.mp3,,shared
ElevenLabs,Tomasz,ozf4fnQ34uFcOcKX71uX,,,,,,,,https://storage.googleapis.com/eleven-public-prod/database/user/AYBTswrFnEOPc5pUvqjeqYL9AGd2/voices/ozf4fnQ34uFcOcKX71uX/FOI2GJhJx5DE6W0Z51Ou.mp3,,shared
ElevenLabs,TralfazBaba,hYZHGYzFnp1GKImhQtGi,,,,,,,,https://storage.googleapis.com/eleven-public-prod/database/user/10clWY1qkaOflsJL1Fcy4wAQQc73/voices/hYZHGYzFnp1GKImhQtGi/Z9qlOJvmUbuUWIe8iJ4k.mp3,,shared
ElevenLabs,Vozar,enCmlalD3FDYNfJskCY9,,,,,,,,https://storage.googleapis.com/eleven-public-prod/database/user/HgZS7o1tanYfETTedzbIerzqaVx1/voices/enCmlalD3FDYNfJskCY9/YqjPBtyBQxtdCRkEVi3b.mp3,,shared
ElevenLabs,Wilhelm - Mature Narrator ,zl7GSCFv2aKISCB2LjZz,,,,,,,,https://storage.googleapis.com/eleven-public-prod/database/user/HYlLQ4czJBhCZFxG8H0A59y0jXB2/voices/zl7GSCFv2aKISCB2LjZz/qp9Y7AcQXdEXpGeIMJGD.mp3,,shared
ElevenLabs,Will,bIHbv24MWmeRgasZH58o,en,en,male,young,american,conversational,,https://storage.googleapis.com/eleven-public-prod/premade/voices/bIHbv24MWmeRgasZH58o/8caf8f3d-ad29-4980-af41-53f20c72d7a4.mp3,,premade
ElevenLabs,Yasmine,3lChuqcq4ONNgu6CB9lV,en,en,female,middle_aged,american,conversational,,https://storage.googleapis.com/eleven-public-prod/database/user/XytOS6Kn3EMWMsBIWm5mk5CpbK53/voices/3lChuqcq4ONNgu6CB9lV/PNHkzEtjHUeuHeTA6RAn.mp3,,professional
ElevenLabs,Yuvraj – Finance Customer Care Agent,H0pALSMWemyC7ar5xYVh,,,,,,,,https://storage.googleapis.com/eleven-public-prod/database/workspace/ed9b05e6324c457685490352e9a1ec90/voices/H0pALSMWemyC7ar5xYVh/AMsWrTGlvoawj0VRymzo.mp3,,shared
ElevenLabs,"Zuni – The Warm, Real-World Conversationalist",jqcCZkN6Knx8BJ5TBdYR,,,,,,,,https://storage.googleapis.com/eleven-public-prod/database/user/XKwEw9ihVRMYSZkGwKydUfpES0B3/voices/jqcCZkN6Knx8BJ5TBdYR/JKHbp9CMKBoqcDFfzWIf.mp3,,shared
ElevenLabs,Zuri - New Yorker,C3x1TEM7scV4p2AXJyrp,en,en,female,middle_aged,american,conversational,,https://storage.googleapis.com/eleven-public-prod/mr4YzL9ZZMYq1OqQNnttWvMA7S13/voices/C3x1TEM7scV4p2AXJyrp/9332c6a4-c98a-4b0b-a63c-1af73e899979.mp3,,professional
PlayHT,Aaliyah,s3://voice-cloning-zero-shot/f6c4ed76-1b55-4cd9-8896-31f7535f6cdb/original/manifest.json,English (US),,female,,american,,,https://parrot-samples.s3.amazonaws.com/gargamel/Aaliyah.wav,,PlayHT
PlayHT,Abigail,s3://voice-cloning-zero-shot/80ba8839-a6e6-470c-8f68-7c1e5d3ee2ff/abigailsaad/manifest.json,English (US),,female,,american,,narrative,https://peregrine-results.s3.amazonaws.com/hbGWSpDCmbkVnEGmAl.mp3,,PlayHT
PlayHT,Abigail,s3://mockingbird-prod/abigail_vo_6661b91f-4012-44e3-ad12-589fbdee9948/voices/speaker/manifest.json,English (US),,female,,american,,narrative,https://peregrine-samples.s3.us-east-1.amazonaws.com/editor-samples/abigail_vo.wav,,PlayHT
PlayHT,Abram,abram,English (US),,male,old,british,,narrative,https://peregrine-samples.s3.amazonaws.com/editor-samples/abram.wav,,PlayHT
PlayHT,Ada,s3://voice-cloning-zero-shot/72aafde0-8f4f-4a91-a483-21d76114ab17/original/manifest.json,English (ZA),,male,,south african,,,https://parrot-samples.s3.amazonaws.com/gargamel/Ada.wav,,PlayHT
PlayHT,Adam Conversational,s3://voice-cloning-zero-shot/294ab1d2-fdcd-4a90-9dee-b2f76676be5f/original/manifest.json,Polish,,male,,polish,,,https://parrot-samples.s3.amazonaws.com/v3-samples/Polish+Adam+Conversational.wav,,PlayHT
PlayHT,Adam Narrative,s3://voice-cloning-zero-shot/99fba53e-f238-46a7-a496-f8737197ed62/original/manifest.json,Polish,,male,,polish,,,https://parrot-samples.s3.amazonaws.com/v3-samples/Polish+Adam+Narrative.wav,,PlayHT
PlayHT,Adelaide,s3://voice-cloning-zero-shot/f9bf96ae-19ef-491f-ae69-644448800566/original/manifest.json,English (AU),,female,,australian,,,https://parrot-samples.s3.amazonaws.com/gargamel/Adelaide.wav,,PlayHT
PlayHT,Adolfo,s3://voice-cloning-zero-shot/d82d246c-148b-457f-9668-37b789520891/adolfosaad/manifest.json,English (US),,male,adult,american,,narrative,https://parrot-samples.s3.amazonaws.com/kettle/adolfo.wav,,PlayHT
PlayHT,Adolfo,adolfo,English (US),,male,adult,american,,narrative,https://peregrine-samples.s3.amazonaws.com/editor-samples/adolfo.wav,,PlayHT
PlayHT,Adrian,s3://voice-cloning-zero-shot/d99d35e6-e625-4fa4-925a-d65172d358e1/adriansaad/manifest.json,English (US),,male,old,american,,narrative,https://peregrine-results.s3.amazonaws.com/0hjUhtQD61YXtW39OP.mp3,,PlayHT
PlayHT,Adrian,adrian,English (US),,male,old,american,,narrative,https://peregrine-samples.s3.amazonaws.com/editor-samples/Adrian.wav,,PlayHT
PlayHT,Ahmed Conversational,s3://voice-cloning-zero-shot/6045da2d-8cb1-49b8-ac3a-cd5ddd745506/original/manifest.json,Arabic,,male,,arabic,,,https://parrot-samples.s3.amazonaws.com/v3-samples/Arabic+Ahmed+Conversational.wav,,PlayHT
PlayHT,Ahmed Narrative,s3://voice-cloning-zero-shot/c8731d9b-c16c-4dda-b320-7db983880687/original/manifest.json,Arabic,,male,,arabic,,,https://parrot-samples.s3.amazonaws.com/v3-samples/Arabic+Ahmed+Narrative.wav,,PlayHT
PlayHT,Aiken Conversational,s3://voice-cloning-zero-shot/3a174cca-4ca2-4936-a0e7-e142e2f87317/original/manifest.json,Tagalog,,male,,filipino,,,https://parrot-samples.s3.amazonaws.com/v3-samples/Tagalog+Aiken+Conversational.wav,,PlayHT
PlayHT,Aiken Narrative,s3://voice-cloning-zero-shot/487418ee-3316-4044-afce-d18bcd3e1451/original/manifest.json,Tagalog,,male,,filipino,,,https://parrot-samples.s3.amazonaws.com/v3-samples/Tagalog+Aiken+Narrative.wav,,PlayHT
PlayHT,Aleksa Conversational,s3://voice-cloning-zero-shot/3edbdafa-526e-42b9-bb74-1c66cc85edbb/original/manifest.json,Serbian,,male,,serbian,,,https://parrot-samples.s3.amazonaws.com/v3-samples/Serbian+Aleksa+Conversational.wav,,PlayHT
PlayHT,Aleksa Narrative,s3://voice-cloning-zero-shot/dbe83f0d-c4d5-4ab3-8a57-6ec1f3020707/original/manifest.json,Serbian,,male,,serbian,,,https://parrot-samples.s3.amazonaws.com/v3-samples/Serbian+Aleksa+Narrative.wav,,PlayHT
PlayHT,Aleksa Podcast,s3://voice-cloning-zero-shot/0b4628ea-f3cb-4935-9b47-93737fae6cae/original/manifest.json,Serbian,,male,,serbian,,,https://parrot-samples.s3.amazonaws.com/v3-samples/Serbain+Aleksa+Podcast.wav,,PlayHT
PlayHT,Alessandro,s3://voice-cloning-zero-shot/7ced805f-611e-433c-8c43-568f48a8af4e/original/manifest.json,English (IT),,male,,italian,,,https://parrot-samples.s3.amazonaws.com/gargamel/Alessandro.wav,,PlayHT
PlayHT,Alex,s3://voice-cloning-zero-shot/72c255f8-00af-4c48-b0de-ad471baa3f52/alexsaad/manifest.json,English (US),,male,old,british,,narrative,https://peregrine-results.s3.amazonaws.com/24TPOJX58Stixzl7GN.mp3,,PlayHT
PlayHT,Alex,alex,English (US),,male,adult,british,,narrative,https://peregrine-samples.s3.amazonaws.com/editor-samples/alex.wav,,PlayHT
PlayHT,Alexander,alexander,English (US),,male,old,british,,narrative,https://peregrine-samples.s3.amazonaws.com/editor-samples/Alexander.wav,,PlayHT
PlayHT,Alfonso,alfonso,English (US),,male,adult,american,,videos,https://peregrine-samples.s3.amazonaws.com/editor-samples/alfonso.wav,,PlayHT
PlayHT,Alfonso,s3://voice-cloning-zero-shot/5d243997-dcf6-4895-b504-eb5ce95a043e/alphonsosaad/manifest.json,English (US),,male,adult,american,,videos,https://peregrine-results.s3.amazonaws.com/XXjozLI2ibCbMGqb3X.mp3,,PlayHT
PlayHT,Ali Conversational,s3://voice-cloning-zero-shot/39ca9ea3-e576-43c7-b06e-9574b410e8e9/original/manifest.json,Turkish,,male,,turkish,,,https://parrot-samples.s3.amazonaws.com/v3-samples/Turkish+Ali+Conversational.wav,,PlayHT
PlayHT,Ali Narrative,s3://voice-cloning-zero-shot/832368bb-16b1-4835-888d-a4826b25ab24/original/manifest.json,Turkish,,male,,turkish,,,https://parrot-samples.s3.amazonaws.com/v3-samples/Turkish+Ali+Narrative.wav,,PlayHT
PlayHT,Ali Podcast,s3://voice-cloning-zero-shot/7b81e974-1518-4f7c-8f44-20c491ef2161/original/manifest.json,Turkish,,male,,turkish,,,https://parrot-samples.s3.amazonaws.com/v3-samples/Turkish+Ali+Podcast.wav,,PlayHT
PlayHT,Alphonso,alphonso,English (US),,female,adult,american,,videos,https://peregrine-samples.s3.amazonaws.com/editor-samples/alphonso.wav,,PlayHT
PlayHT,Amado,amado,English (US),,male,old,american,,narrative,https://peregrine-samples.s3.amazonaws.com/editor-samples/amado.wav,,PlayHT
PlayHT,Amelia,s3://voice-cloning-zero-shot/34eaa933-62cb-4e32-adb8-c1723ef85097/original/manifest.json,English (GB),,female,,british,,,https://parrot-samples.s3.amazonaws.com/gargamel/Amelia.wav,,PlayHT
PlayHT,Andrei Conversational,s3://voice-cloning-zero-shot/dbdd6513-2739-420c-a390-5cc82078aa67/original/manifest.json,Russian,,male,,russian,,,https://parrot-samples.s3.amazonaws.com/v3-samples/Russian+Andrei+Conversational.wav,,PlayHT
PlayHT,Andrei Narrative,s3://voice-cloning-zero-shot/73083c67-097b-430c-a410-220ab0c2dea8/original/manifest.json,Russian,,male,,russian,,,https://parrot-samples.s3.amazonaws.com/v3-samples/Russian+Andrei+Narrative.wav,,PlayHT
PlayHT,Andrei Podcast,s3://voice-cloning-zero-shot/2a34938c-5040-479a-9aae-08e12bc99417/original/manifest.json,Russian,,male,,russian,,,https://parrot-samples.s3.amazonaws.com/v3-samples/Russian+Andrei+Podcast.wav,,PlayHT
PlayHT,Ange Conversational,s3://voice-cloning-zero-shot/09993052-0db5-4f9d-9eb4-30da05282f44/original/manifest.json,French,,female,,french,,,https://parrot-samples.s3.amazonaws.com/v3-samples/French+Ange+Conversational.wav,,PlayHT
PlayHT,Ange Narrative,s3://voice-cloning-zero-shot/067f8a04-9138-440b-971d-5cce69f4c271/original/manifest.json,French,,female,,french,,,https://parrot-samples.s3.amazonaws.com/v3-samples/French+Ange+Narrative.wav,,PlayHT
PlayHT,Angelo,s3://voice-cloning-zero-shot/baf1ef41-36b6-428c-9bdf-50ba54682bd8/original/manifest.json,English,,male,,american,,,https://peregrine-samples.s3.us-east-1.amazonaws.com/parrot-samples/Angelo_Sample.wav,,PlayHT
PlayHT,Anke Conversational,s3://voice-cloning-zero-shot/c1cb7f62-4a59-4593-b6c6-6b430892541d/original/manifest.json,German,,female,,german,,,https://parrot-samples.s3.amazonaws.com/v3-samples/German+Anke+Conversational.wav,,PlayHT
PlayHT,Anke Narrative,s3://voice-cloning-zero-shot/2f91566e-215a-4234-96e2-60acf07fed5e/original/manifest.json,German,,female,,german,,,https://parrot-samples.s3.amazonaws.com/v3-samples/German+Anke+Narrative.wav,,PlayHT
